-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  50.8503   Longitude 4.3517 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.84 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,RH2M,WS10M,WD10M,PS,ALLSKY_SFC_SW_DWN
2025,6,12,22,20.05,88.1,1.93,264.1,101.17,0.0
2025,6,12,23,19.19,90.6,1.86,286.2,101.21,0.0
2025,6,13,0,18.85,90.73,1.52,305.4,101.25,0.0
2025,6,13,1,18.86,89.01,1.01,329.6,101.27,0.0
2025,6,13,2,18.78,88.23,0.57,4.0,101.31,0.0
2025,6,13,3,18.72,88.22,0.42,33.3,101.35,3.08
2025,6,13,4,19.12,89.13,0.33,38.9,101.4,59.25
2025,6,13,5,20.08,86.53,0.4,25.3,101.43,175.0
2025,6,13,6,21.01,81.85,0.41,11.3,101.45,305.23
2025,6,13,7,22.31,78.94,0.78,17.0,101.46,446.15
2025,6,13,8,24.59,69.22,1.59,31.1,101.47,572.53
2025,6,13,9,26.3,64.04,1.85,42.1,101.48,680.17
2025,6,13,10,28.07,57.55,2.02,67.9,101.47,735.05
2025,6,13,11,29.09,55.91,2.38,86.9,101.46,798.65
2025,6,13,12,29.62,55.86,2.81,98.2,101.42,740.75
2025,6,13,13,29.83,56.74,3.09,106.1,101.38,669.65
2025,6,13,14,29.84,58.02,3.34,111.8,101.35,621.83
2025,6,13,15,29.59,59.72,3.42,113.4,101.32,530.12
2025,6,13,16,29.12,62.71,3.22,112.8,101.26,379.35
2025,6,13,17,28.21,66.54,3.01,112.0,101.21,229.07
2025,6,13,18,26.43,78.73,2.27,106.7,101.18,99.85
2025,6,13,19,24.28,80.88,2.57,97.8,101.15,14.88
2025,6,13,20,23.44,79.13,2.98,99.1,101.13,0.0
2025,6,13,21,22.95,78.35,3.47,111.7,101.11,0.0
2025,6,13,22,22.23,80.58,3.55,127.1,101.09,0.0
2025,6,13,23,21.44,84.34,3.48,139.5,101.05,0.0
2025,6,14,0,20.77,86.99,3.7,146.0,100.99,0.0
2025,6,14,1,19.97,89.05,4.15,154.2,100.96,0.0
2025,6,14,2,19.21,90.72,4.36,165.8,101.0,0.0
2025,6,14,3,18.69,92.14,3.8,170.0,100.97,2.35
2025,6,14,4,19.21,89.73,4.41,177.1,101.01,38.12
2025,6,14,5,19.73,88.88,4.22,186.1,101.08,112.15
2025,6,14,6,20.52,87.63,3.49,188.1,101.09,197.4
2025,6,14,7,22.27,82.27,3.4,193.6,101.07,305.77
2025,6,14,8,24.25,76.76,3.3,215.8,101.09,373.85
2025,6,14,9,25.77,73.46,3.66,231.1,101.14,440.35
2025,6,14,10,26.21,72.73,4.02,239.9,101.18,468.08
2025,6,14,11,25.65,75.54,3.77,247.5,101.2,390.55
2025,6,14,12,25.17,77.05,4.25,237.7,101.3,327.73
2025,6,14,13,24.55,78.69,3.66,232.4,101.34,482.92
2025,6,14,14,24.24,77.87,3.17,246.2,101.32,437.17
2025,6,14,15,23.98,74.97,3.91,265.6,101.32,392.5
2025,6,14,16,23.75,70.56,4.58,276.0,101.32,274.62
2025,6,14,17,22.94,68.79,4.74,281.7,101.35,160.7
2025,6,14,18,21.3,71.88,4.12,287.4,101.41,75.5
2025,6,14,19,19.15,77.45,3.35,292.7,101.49,12.38
2025,6,14,20,17.8,79.27,3.28,296.8,101.55,0.0
2025,6,14,21,17.15,80.8,2.97,299.2,101.57,0.0
2025,6,14,22,16.65,82.9,2.57,296.1,101.58,0.0
2025,6,14,23,16.15,85.05,2.33,292.7,101.58,0.0
2025,6,15,0,15.49,86.63,2.18,289.6,101.49,0.0
2025,6,15,1,14.89,89.52,1.56,266.3,101.44,0.0
2025,6,15,2,14.27,90.63,1.39,231.7,101.47,0.0
2025,6,15,3,14.23,91.22,1.81,218.7,101.54,1.67
2025,6,15,4,14.44,90.61,2.82,214.1,101.58,27.65
2025,6,15,5,14.89,88.92,3.41,208.5,101.63,84.8
2025,6,15,6,15.64,84.17,2.84,241.8,101.61,178.52
2025,6,15,7,17.34,73.98,3.88,267.2,101.59,270.92
2025,6,15,8,19.37,61.5,4.07,262.5,101.65,425.48
2025,6,15,9,20.64,55.2,4.67,262.5,101.67,648.97
2025,6,15,10,21.38,53.69,5.43,267.4,101.65,740.38
2025,6,15,11,21.86,53.24,5.89,272.4,101.65,639.3
2025,6,15,12,22.01,53.61,6.04,279.3,101.64,665.7
2025,6,15,13,21.96,54.09,5.98,285.3,101.66,516.6
2025,6,15,14,21.69,54.58,5.77,288.6,101.72,456.77
2025,6,15,15,21.27,55.46,5.61,293.2,101.77,380.1
2025,6,15,16,20.73,57.01,5.44,299.0,101.79,285.52
2025,6,15,17,20.01,60.58,4.75,302.6,101.8,176.95
2025,6,15,18,18.83,69.76,3.23,302.9,101.83,88.7
2025,6,15,19,16.6,80.92,2.37,298.5,101.88,15.8
2025,6,15,20,15.31,84.39,2.43,287.8,101.94,0.0
2025,6,15,21,14.76,87.87,2.42,272.4,101.99,0.0
2025,6,15,22,14.21,92.1,2.59,258.6,102.05,0.0
2025,6,15,23,13.63,96.9,2.9,250.9,102.07,0.0
2025,6,16,0,13.05,100.0,3.18,245.9,102.09,0.0
2025,6,16,1,12.53,100.0,3.24,243.2,102.1,0.0
2025,6,16,2,12.09,100.0,3.3,242.7,102.11,0.0
2025,6,16,3,11.74,100.0,3.2,241.8,102.13,3.25
2025,6,16,4,12.63,95.19,3.87,240.3,102.14,65.97
2025,6,16,5,13.95,90.5,3.63,234.1,102.15,195.88
2025,6,16,6,16.19,83.3,2.97,233.4,102.17,349.05
2025,6,16,7,19.0,72.29,2.59,246.1,102.19,508.77
2025,6,16,8,21.32,61.88,2.63,259.9,102.22,653.6
2025,6,16,9,22.72,56.64,2.95,267.7,102.23,769.12
2025,6,16,10,23.55,54.32,3.16,273.8,102.23,830.5
2025,6,16,11,24.11,53.16,3.34,281.6,102.23,709.17
2025,6,16,12,24.47,52.61,3.54,290.8,102.22,722.55
2025,6,16,13,24.58,52.62,3.7,300.2,102.21,588.15
2025,6,16,14,24.35,53.02,3.74,309.4,102.19,582.67
2025,6,16,15,23.83,54.59,3.55,317.3,102.18,488.8
2025,6,16,16,23.26,56.78,3.25,324.5,102.17,354.8
2025,6,16,17,22.55,60.1,2.96,331.4,102.16,214.45
2025,6,16,18,20.93,68.46,2.56,339.4,102.18,98.32
2025,6,16,19,18.1,79.0,2.38,350.6,102.22,15.5
2025,6,16,20,16.37,81.46,2.53,0.9,102.26,0.0
2025,6,16,21,15.55,82.82,2.37,12.9,102.27,0.0
2025,6,16,22,15.1,82.22,2.09,31.5,102.27,0.0
2025,6,16,23,14.71,81.68,1.86,60.0,102.26,0.0
2025,6,17,0,14.04,83.75,1.88,92.4,102.23,0.0
2025,6,17,1,13.23,87.4,2.05,118.6,102.2,0.0
2025,6,17,2,12.61,91.01,2.15,139.7,102.18,0.0
2025,6,17,3,12.31,94.07,2.16,159.7,102.18,3.2
2025,6,17,4,13.64,90.7,1.9,181.5,102.18,64.25
2025,6,17,5,15.76,81.56,2.49,201.4,102.19,191.8
2025,6,17,6,17.55,76.19,2.12,216.2,102.2,338.42
2025,6,17,7,20.67,62.71,2.24,233.2,102.19,496.52
2025,6,17,8,22.46,58.11,2.27,243.0,102.17,639.42
2025,6,17,9,23.62,55.93,2.26,245.5,102.15,731.1
2025,6,17,10,24.48,54.63,2.29,243.3,102.12,761.22
2025,6,17,11,25.09,53.88,2.35,241.8,102.08,711.33
2025,6,17,12,25.51,53.37,2.43,244.7,102.03,674.72
2025,6,17,13,25.76,53.19,2.51,251.2,101.99,697.97
2025,6,17,14,25.76,53.52,2.62,261.0,101.95,609.78
2025,6,17,15,25.42,54.59,2.82,273.2,101.93,469.75
2025,6,17,16,24.87,57.38,3.05,285.2,101.91,314.38
2025,6,17,17,24.09,60.93,3.11,296.3,101.9,195.6
2025,6,17,18,22.37,70.88,2.82,308.8,101.9,93.35
2025,6,17,19,20.46,76.81,2.62,320.7,101.92,15.93
2025,6,17,20,18.8,80.03,2.58,326.7,101.95,0.0
2025,6,17,21,17.82,82.19,2.46,324.1,101.97,0.0
2025,6,17,22,16.49,85.28,2.35,314.3,101.97,0.0
2025,6,17,23,15.51,87.09,2.14,299.7,101.95,0.0
2025,6,18,0,14.72,88.61,2.01,278.3,101.92,0.0
2025,6,18,1,13.96,90.42,2.16,263.1,101.91,0.0
2025,6,18,2,13.18,92.35,2.34,255.1,101.9,0.0
2025,6,18,3,12.58,93.29,2.5,248.7,101.92,3.15
2025,6,18,4,13.47,87.71,3.31,240.7,101.94,60.65
2025,6,18,5,14.74,81.08,3.66,230.4,101.95,179.3
2025,6,18,6,16.78,75.9,3.3,223.5,101.95,311.6
2025,6,18,7,19.86,64.59,3.31,235.6,101.95,458.83
2025,6,18,8,21.99,57.09,3.45,247.1,101.95,600.88
2025,6,18,9,22.89,56.2,3.45,256.6,101.96,706.15
2025,6,18,10,23.57,56.22,3.46,264.7,101.96,766.75
2025,6,18,11,24.39,55.43,3.47,273.0,101.97,838.83
2025,6,18,12,25.34,53.32,3.48,281.8,101.95,844.45
2025,6,18,13,25.86,51.83,3.6,291.4,101.93,778.85
2025,6,18,14,25.85,51.7,3.82,301.5,101.9,659.92
2025,6,18,15,25.45,52.39,4.08,312.6,101.89,540.35
2025,6,18,16,24.62,54.32,4.29,323.9,101.89,384.12
2025,6,18,17,23.27,59.25,4.33,334.9,101.9,245.5
2025,6,18,18,21.33,66.82,3.93,345.4,101.92,116.07
2025,6,18,19,18.8,75.72,3.18,356.8,101.96,18.38
2025,6,18,20,17.18,80.08,3.11,10.4,102.0,0.0
2025,6,18,21,16.36,84.12,3.04,22.3,102.03,0.0
2025,6,18,22,15.57,89.14,2.88,33.2,102.06,0.0
2025,6,18,23,14.85,93.56,2.72,45.3,102.06,0.0
2025,6,19,0,14.18,98.11,2.58,57.2,102.07,0.0
2025,6,19,1,13.61,100.0,2.51,67.7,102.08,0.0
2025,6,19,2,13.15,100.0,2.42,76.1,102.09,0.0
2025,6,19,3,12.86,100.0,2.33,83.3,102.11,3.35
2025,6,19,4,14.39,97.44,2.25,88.7,102.13,70.12
2025,6,19,5,16.09,89.32,2.56,90.7,102.15,203.77
2025,6,19,6,18.4,76.73,2.53,84.8,102.17,359.4
2025,6,19,7,20.42,64.56,3.06,77.1,102.17,517.62
2025,6,19,8,21.85,57.95,3.4,75.5,102.17,660.22
2025,6,19,9,23.0,55.13,3.48,74.7,102.17,774.62
2025,6,19,10,23.99,53.85,3.38,70.8,102.17,851.58
2025,6,19,11,24.77,53.1,3.29,64.4,102.16,884.47
2025,6,19,12,25.31,52.61,3.31,58.2,102.14,871.0
2025,6,19,13,25.6,52.44,3.39,54.7,102.12,808.4
2025,6,19,14,25.59,52.9,3.52,53.3,102.08,707.88
2025,6,19,15,25.27,54.2,3.64,54.0,102.06,573.35
2025,6,19,16,24.78,55.74,3.76,56.7,102.03,419.7
2025,6,19,17,23.85,60.56,3.54,61.3,102.01,264.25
2025,6,19,18,22.3,70.11,3.01,66.7,102.0,122.7
2025,6,19,19,19.85,78.44,2.88,71.6,102.02,19.6
2025,6,19,20,18.39,81.75,3.15,74.7,102.06,0.0
2025,6,19,21,17.66,83.92,3.3,77.2,102.08,0.0
2025,6,19,22,16.94,85.49,3.38,81.2,102.1,0.0
2025,6,19,23,16.18,87.26,3.34,85.5,102.09,0.0
2025,6,20,0,15.4,89.32,3.18,88.9,102.1,0.0
2025,6,20,1,14.67,91.29,3.04,90.6,102.1,0.0
2025,6,20,2,14.01,92.84,2.95,93.1,102.1,0.0
2025,6,20,3,13.44,94.25,2.83,97.5,102.11,3.47
2025,6,20,4,14.5,89.38,3.12,101.5,102.13,73.62
2025,6,20,5,16.09,81.32,3.44,100.2,102.13,211.77
2025,6,20,6,18.05,74.65,2.96,90.8,102.14,370.62
2025,6,20,7,20.87,58.95,3.54,91.8,102.13,530.08
2025,6,20,8,22.27,53.26,4.1,83.8,102.12,674.25
2025,6,20,9,23.23,51.43,4.41,80.2,102.1,784.22
2025,6,20,10,24.04,50.0,4.58,79.7,102.08,855.2
2025,6,20,11,24.52,49.26,4.62,80.5,102.05,872.45
2025,6,20,12,24.63,49.12,4.52,81.0,102.01,838.25
2025,6,20,13,24.43,49.32,4.42,80.8,101.97,778.85
2025,6,20,14,24.12,50.39,4.42,80.5,101.93,657.05
2025,6,20,15,23.8,51.9,4.46,81.2,101.89,521.45
2025,6,20,16,23.39,55.31,4.25,80.9,101.85,362.62
2025,6,20,17,22.54,62.05,3.73,78.2,101.81,224.48
2025,6,20,18,20.99,70.09,3.11,75.7,101.79,105.05
2025,6,20,19,18.85,73.87,3.14,75.4,101.79,18.48
2025,6,20,20,17.92,73.2,3.42,78.5,101.81,0.0
2025,6,20,21,17.61,72.57,3.68,83.0,101.82,0.0
2025,6,20,22,17.26,73.11,3.91,88.7,101.81,0.0
2025,6,20,23,16.76,75.19,3.87,95.0,101.77,0.0
2025,6,21,0,16.12,78.28,3.58,101.8,101.73,0.0
2025,6,21,1,15.11,82.17,3.19,110.9,101.69,0.0
2025,6,21,2,14.14,83.94,3.09,123.6,101.65,0.0
2025,6,21,3,13.5,82.99,3.09,137.9,101.62,0.0
2025,6,21,4,14.68,77.26,3.0,148.5,101.63,74.9
2025,6,21,5,16.83,66.58,3.66,154.6,101.65,202.38
2025,6,21,6,18.45,63.24,3.16,152.7,101.66,358.38
2025,6,21,7,20.75,62.01,2.4,145.8,101.65,518.08
2025,6,21,8,23.99,47.66,2.64,145.3,101.63,663.78
2025,6,21,9,25.63,41.93,2.83,134.7,101.6,780.9
2025,6,21,10,26.6,41.66,3.0,131.9,101.57,860.12
2025,6,21,11,27.35,41.63,3.08,137.2,101.54,891.3
2025,6,21,12,27.94,41.92,2.95,146.5,101.51,878.28
2025,6,21,13,28.29,42.82,2.66,155.6,101.47,818.97
2025,6,21,14,28.44,44.25,2.36,160.0,101.43,719.1
2025,6,21,15,28.25,45.86,2.35,154.5,101.39,586.25
2025,6,21,16,27.83,49.63,2.45,147.3,101.34,428.02
2025,6,21,17,27.15,52.34,2.63,145.8,101.3,265.58
2025,6,21,18,24.91,70.36,2.3,147.4,101.27,119.8
2025,6,21,19,21.95,76.09,2.75,150.2,101.25,19.08
2025,6,21,20,20.37,75.93,3.13,155.6,101.26,0.0
2025,6,21,21,19.7,76.2,3.33,163.4,101.25,0.0
2025,6,21,22,19.22,74.69,3.75,170.2,101.25,0.0
2025,6,21,23,18.87,72.41,4.52,173.3,101.22,0.0
2025,6,22,0,18.39,71.17,5.23,173.7,101.18,0.0
2025,6,22,1,17.67,71.48,5.5,174.2,101.12,0.0
2025,6,22,2,16.99,72.02,5.55,176.1,101.08,0.0
2025,6,22,3,16.52,72.64,5.39,178.7,101.06,0.0
2025,6,22,4,17.07,71.12,5.63,181.1,101.03,64.07
2025,6,22,5,18.26,70.34,5.58,184.2,101.02,167.8
2025,6,22,6,20.1,70.27,5.19,187.9,101.0,287.73
2025,6,22,7,22.84,68.2,5.05,204.3,100.97,435.75
2025,6,22,8,25.25,64.61,5.7,228.8,100.94,552.8
2025,6,22,9,26.11,63.63,5.85,252.7,100.96,633.72
2025,6,22,10,26.09,63.39,5.56,264.2,101.0,658.7
2025,6,22,11,25.46,63.49,5.28,264.5,100.99,741.33
2025,6,22,12,24.57,63.69,5.55,262.2,100.99,551.25
2025,6,22,13,24.03,62.05,6.02,263.4,101.01,486.5
2025,6,22,14,23.84,59.73,6.09,261.3,101.0,439.25
2025,6,22,15,23.82,58.59,6.25,256.3,100.97,404.3
2025,6,22,16,23.42,59.72,6.49,254.3,100.94,311.33
2025,6,22,17,22.54,63.51,6.31,255.4,100.94,195.75
2025,6,22,18,21.14,69.82,5.52,256.1,100.94,95.97
2025,6,22,19,19.48,77.58,4.3,252.3,100.94,18.35
2025,6,22,20,18.36,82.07,4.07,245.3,100.95,0.0
2025,6,22,21,17.44,84.71,4.4,240.0,100.95,0.0
2025,6,22,22,17.01,85.06,5.01,238.3,100.94,0.0
2025,6,22,23,16.57,85.91,5.22,236.4,100.91,0.0
2025,6,23,0,16.1,87.86,5.24,230.6,100.85,0.0
2025,6,23,1,15.77,89.06,5.57,225.9,100.79,0.0
2025,6,23,2,15.53,89.84,5.91,222.7,100.72,0.0
2025,6,23,3,15.43,90.38,6.14,220.2,100.68,0.0
2025,6,23,4,15.72,89.85,6.4,218.5,100.66,31.7
2025,6,23,5,16.52,87.76,6.99,222.3,100.66,47.47
2025,6,23,6,17.88,83.49,8.6,238.5,100.67,126.8
2025,6,23,7,19.05,78.18,9.41,251.2,100.69,192.25
2025,6,23,8,20.04,71.48,9.78,261.7,100.69,228.95
2025,6,23,9,20.32,67.0,9.61,271.1,100.74,396.88
2025,6,23,10,20.59,59.85,9.44,277.4,100.8,550.5
2025,6,23,11,20.56,53.3,9.16,279.8,100.86,618.78
2025,6,23,12,20.43,50.55,8.73,280.6,100.92,669.58
2025,6,23,13,20.55,49.27,8.17,281.1,100.96,698.08
2025,6,23,14,20.57,49.03,7.53,280.0,100.99,593.28
2025,6,23,15,20.32,49.79,6.77,276.8,100.99,494.67
2025,6,23,16,20.02,51.2,6.09,272.4,100.98,369.08
2025,6,23,17,19.49,54.19,5.48,266.9,100.99,238.35
2025,6,23,18,18.37,61.57,4.58,259.9,101.04,118.25
2025,6,23,19,16.46,71.05,4.13,251.3,101.08,20.6
2025,6,23,20,15.17,77.47,4.99,245.9,101.12,0.0
2025,6,23,21,14.19,82.85,5.55,242.0,101.14,0.0
2025,6,23,22,13.15,87.14,5.34,236.7,101.12,0.0
2025,6,23,23,12.47,88.96,5.28,230.9,101.07,0.0
2025,6,24,0,12.05,90.49,5.52,229.1,101.02,0.0
2025,6,24,1,11.62,93.53,5.46,229.3,100.98,0.0
2025,6,24,2,11.28,95.89,5.31,230.6,100.97,0.0
2025,6,24,3,11.08,97.31,5.24,232.1,100.99,0.0
2025,6,24,4,11.81,93.66,5.63,230.3,101.0,76.55
2025,6,24,5,13.47,86.7,5.74,229.9,101.0,195.98
2025,6,24,6,15.85,74.18,6.73,242.7,101.02,329.12
2025,6,24,7,17.41,67.9,7.57,245.6,101.02,484.98
2025,6,24,8,18.85,64.75,8.09,247.6,101.01,555.9
2025,6,24,9,20.12,63.23,8.21,247.8,100.99,639.97
2025,6,24,10,20.99,63.46,8.21,245.9,100.96,679.35
2025,6,24,11,22.07,63.6,8.48,245.2,100.92,605.72
2025,6,24,12,22.75,64.24,8.64,246.6,100.89,560.85
2025,6,24,13,23.07,65.2,8.56,247.4,100.86,314.15
2025,6,24,14,23.44,65.69,8.46,248.3,100.84,272.65
2025,6,24,15,23.68,65.98,8.21,250.4,100.81,337.88
2025,6,24,16,23.55,66.76,7.79,251.9,100.79,263.45
2025,6,24,17,22.77,69.68,7.0,251.7,100.77,181.77
2025,6,24,18,21.44,74.63,5.98,251.1,100.77,96.25
2025,6,24,19,19.61,80.77,4.85,249.6,100.8,18.17
2025,6,24,20,18.03,85.41,4.45,247.9,100.85,0.0
2025,6,24,21,17.15,86.63,4.85,247.3,100.88,0.0
2025,6,24,22,16.42,87.4,5.13,247.2,100.87,0.0
2025,6,24,23,15.82,88.57,4.89,246.6,100.86,0.0
2025,6,25,0,15.36,90.47,4.6,243.4,100.85,0.0
2025,6,25,1,15.1,92.27,4.6,242.0,100.84,0.0
2025,6,25,2,14.84,94.76,4.41,240.5,100.82,0.0
2025,6,25,3,14.52,97.2,3.75,237.2,100.8,0.0
2025,6,25,4,15.31,93.5,4.41,231.4,100.82,72.85
2025,6,25,5,16.83,88.68,4.68,229.9,100.91,193.93
2025,6,25,6,19.22,82.0,4.4,243.6,100.93,340.9
2025,6,25,7,20.92,76.14,4.5,244.6,100.94,492.48
2025,6,25,8,21.88,72.52,4.75,240.2,100.94,628.75
2025,6,25,9,22.96,69.02,4.02,240.8,100.89,734.53
2025,6,25,10,24.39,64.82,3.53,246.1,100.86,700.08
2025,6,25,11,25.49,61.26,3.94,239.5,100.88,472.77
2025,6,25,12,26.09,59.12,4.11,233.1,100.88,480.95
2025,6,25,13,26.54,58.02,3.76,230.2,100.86,555.78
2025,6,25,14,26.43,58.32,3.1,228.1,100.82,490.15
2025,6,25,15,26.1,59.58,2.44,227.8,100.77,423.0
2025,6,25,16,26.24,59.9,1.88,232.6,100.72,329.77
2025,6,25,17,26.46,60.3,0.99,235.7,100.67,200.65
2025,6,25,18,25.99,63.05,0.09,229.4,100.61,93.28
2025,6,25,19,23.06,75.66,1.77,43.2,100.56,17.48
2025,6,25,20,20.79,78.63,3.03,49.7,100.5,0.0
2025,6,25,21,20.22,79.28,3.27,57.6,100.5,0.0
2025,6,25,22,20.02,81.3,2.7,82.6,100.59,0.0
2025,6,25,23,19.77,84.75,2.08,133.1,100.63,0.0
2025,6,26,0,19.43,88.03,1.97,154.5,100.54,0.0
2025,6,26,1,18.84,91.07,1.99,136.6,100.41,0.0
2025,6,26,2,18.52,93.48,2.29,159.8,100.39,0.0
2025,6,26,3,18.7,94.66,3.3,185.7,100.41,0.0
2025,6,26,4,19.01,95.32,3.91,200.1,100.42,21.73
2025,6,26,5,19.42,95.41,4.53,213.7,100.46,53.47
2025,6,26,6,19.86,93.25,6.18,235.4,100.53,107.8
2025,6,26,7,19.59,90.02,7.26,251.4,100.62,186.9
2025,6,26,8,19.8,84.01,7.4,254.8,100.69,169.88
2025,6,26,9,20.93,75.75,7.69,251.7,100.74,344.95
2025,6,26,10,21.81,71.32,8.08,246.7,100.79,438.58
2025,6,26,11,22.44,69.03,8.18,246.7,100.85,363.52
2025,6,26,12,22.99,66.85,8.29,248.6,100.9,409.88
2025,6,26,13,23.0,66.16,8.28,248.9,100.94,374.2
2025,6,26,14,23.32,65.75,8.31,248.1,100.98,368.4
2025,6,26,15,23.71,65.54,8.55,248.2,100.99,324.75
2025,6,26,16,23.48,67.07,8.5,248.2,101.01,211.0
2025,6,26,17,22.72,69.21,8.32,248.0,101.04,128.4
2025,6,26,18,21.22,72.71,7.73,247.4,101.1,61.47
2025,6,26,19,19.36,78.06,7.0,245.3,101.18,11.8
2025,6,26,20,17.62,83.48,6.78,243.5,101.29,0.0
2025,6,26,21,16.48,86.84,6.55,239.6,101.32,0.0
2025,6,26,22,15.76,88.54,6.25,238.5,101.36,0.0
2025,6,26,23,15.3,89.18,5.71,239.0,101.39,0.0
2025,6,27,0,15.06,89.75,5.21,239.3,101.43,0.0
2025,6,27,1,14.97,90.41,5.07,240.5,101.47,0.0
2025,6,27,2,14.93,91.28,4.77,240.4,101.55,0.0
2025,6,27,3,14.74,93.32,4.15,239.8,101.6,0.0
2025,6,27,4,14.65,94.31,4.14,238.8,101.66,24.9
2025,6,27,5,14.94,93.61,4.13,227.5,101.66,89.78
2025,6,27,6,16.67,81.43,4.59,237.6,101.68,144.65
2025,6,27,7,17.97,67.97,4.91,249.3,101.72,193.02
2025,6,27,8,18.59,64.33,4.87,247.5,101.75,292.9
2025,6,27,9,19.5,64.51,4.98,248.3,101.78,350.27
2025,6,27,10,20.44,66.25,4.98,246.3,101.78,468.42
2025,6,27,11,21.47,67.67,4.97,247.4,101.77,461.9
2025,6,27,12,22.47,68.1,4.95,252.0,101.76,450.48
2025,6,27,13,23.34,67.86,5.01,255.2,101.75,504.38
2025,6,27,14,24.12,67.32,5.22,257.3,101.74,486.88
2025,6,27,15,24.57,66.77,5.5,257.9,101.73,441.95
2025,6,27,16,24.55,67.3,5.5,255.9,101.71,302.05
2025,6,27,17,23.87,70.92,5.12,254.1,101.71,201.02
2025,6,27,18,22.7,76.13,4.7,253.4,101.73,105.12
2025,6,27,19,20.66,83.43,3.89,252.6,101.77,19.9
2025,6,27,20,19.05,89.02,3.53,248.6,101.82,0.0
2025,6,27,21,18.12,92.9,3.52,243.3,101.84,0.0
2025,6,27,22,17.5,95.5,3.79,239.0,101.87,0.0
2025,6,27,23,17.07,96.48,4.12,236.3,101.88,0.0
2025,6,28,0,16.81,95.73,4.48,234.7,101.88,0.0
2025,6,28,1,16.63,94.61,4.74,233.1,101.88,0.0
2025,6,28,2,16.21,95.0,4.81,231.7,101.89,0.0
2025,6,28,3,15.77,95.82,4.81,230.0,101.91,0.0
2025,6,28,4,16.2,92.89,5.19,227.7,101.93,72.43
2025,6,28,5,17.48,85.99,5.38,230.5,101.96,188.3
2025,6,28,6,19.25,75.1,6.0,243.9,102.0,320.05
2025,6,28,7,20.87,68.87,6.28,250.2,102.03,457.15
2025,6,28,8,22.31,65.83,6.32,251.5,102.03,506.23
2025,6,28,9,23.51,64.18,6.19,251.7,102.04,555.05
2025,6,28,10,24.52,63.29,6.01,251.4,102.04,691.08
2025,6,28,11,25.36,62.48,5.83,251.0,102.01,644.28
2025,6,28,12,25.92,62.06,5.67,251.0,101.99,587.9
2025,6,28,13,26.23,61.96,5.46,252.3,101.97,594.35
2025,6,28,14,26.27,62.51,5.21,255.2,101.95,502.88
2025,6,28,15,26.01,63.81,5.08,258.5,101.94,436.5
2025,6,28,16,25.37,66.28,4.96,260.6,101.94,335.98
2025,6,28,17,24.37,70.73,4.59,261.7,101.94,223.7
2025,6,28,18,23.1,77.49,3.81,262.8,101.95,116.65
2025,6,28,19,21.28,84.81,2.97,263.0,101.98,21.05
2025,6,28,20,19.59,90.0,2.82,261.4,102.02,0.0
2025,6,28,21,18.73,92.06,3.09,257.5,102.04,0.0
2025,6,28,22,17.96,93.8,3.28,254.3,102.05,0.0
2025,6,28,23,17.26,95.49,3.31,251.0,102.05,0.0
2025,6,29,0,16.7,96.98,3.33,247.8,102.04,0.0
2025,6,29,1,16.26,98.14,3.32,245.2,102.02,0.0
2025,6,29,2,15.88,99.01,3.25,244.3,102.0,0.0
2025,6,29,3,15.55,99.65,3.11,247.5,101.99,0.0
2025,6,29,4,16.38,94.32,3.78,252.9,101.99,72.82
2025,6,29,5,17.66,89.38,3.28,258.4,102.0,188.6
2025,6,29,6,19.9,82.16,2.4,283.7,102.01,307.77
2025,6,29,7,22.34,71.99,1.87,313.7,102.01,424.02
2025,6,29,8,24.26,64.85,1.6,315.5,102.01,594.28
2025,6,29,9,25.72,60.72,1.76,299.6,102.02,728.72
2025,6,29,10,26.79,58.75,2.18,292.9,102.03,852.17
2025,6,29,11,27.49,57.78,2.57,295.4,102.01,861.4
2025,6,29,12,27.91,57.14,2.79,300.8,101.98,820.72
2025,6,29,13,28.1,56.49,2.94,307.7,101.94,754.2
2025,6,29,14,28.06,56.13,3.08,316.2,101.91,691.2
2025,6,29,15,27.78,56.08,3.24,326.7,101.87,568.5
2025,6,29,16,27.19,56.78,3.53,337.9,101.83,421.2
2025,6,29,17,26.14,60.24,3.63,348.4,101.79,266.48
2025,6,29,18,24.33,67.5,3.4,357.3,101.78,124.8
2025,6,29,19,21.68,75.03,3.22,6.4,101.79,20.1
2025,6,29,20,20.13,79.0,3.48,19.0,101.83,0.0
2025,6,29,21,19.27,83.99,3.47,31.8,101.83,0.0
2025,6,29,22,18.54,89.11,3.32,43.9,101.82,0.0
2025,6,29,23,17.92,93.48,3.16,52.8,101.79,0.0
